Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YIL090W|chrIX;193528;193594|193546,193588,AAG,CGACGA	1;1;0;305;218;149;11;1;25;251;245	0.560;0.501;0.000;221.738;155.649;88.549;6.316;0.598;17.033	251	12.898	245	25.206	1.954	0.587	8	490.944
YNL126W|Spar_14;371632;371686|WT	0;0;0;9;300;179;184;39;0;222;636	0.000;0.000;0.000;6.543;214.196;106.378;105.645;23.334;0.000	222	11.408	636	65.433	5.736	0.733	5	456.096
YDL206W|chrIV;90026;90175|90152,90170,AAG	1;2098;301;2;0;2;2;0;0;1168;0	0.560;1050.113;301.000;1.454;0.000;1.189;1.148;0.000;0.000	1168	60.021	0	0.000	0.000	0.135	6	1355.464
YER017C|chrV;191841;191788|WT	0;0;0;0;0;226;1;0;0;8;0	0.000;0.000;0.000;0.000;0.000;134.310;0.574;0.000;0.000	8	0.411	0	0.000	0.000	0.733	2	134.884
YKR086W|chrXI;599831;599856|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR470C|chrIV;1401293;1401214|1401255,1401237,AAG,CGACGA	5;5;39;137;1316;1174;602;18;0;1918;1904	2.800;2.503;39.000;99.600;939.608;697.698;345.644;10.769;0.000	1918	98.563	1904	195.889	1.987	0.695	8	2137.622
YGR200C|Spar_7;867806;867776|WT	0;0;3;0;0;5;30;3;0;23;36	0.000;0.000;3.000;0.000;0.000;2.971;17.225;1.795;0.000	23	1.182	36	3.704	3.134	0.781	4	24.991
YDL147W|chrIV;190913;190923|WT	0;0;0;0;0;2;0;43;4;4;0	0.000;0.000;0.000;0.000;0.000;1.189;0.000;25.727;2.725	4	0.206	0	0.000	0.000	0.958	3	29.641
YFL034W|Spar_6;98650;98822|WT	0;0;29;0;0;0;0;0;0;8;0	0.000;0.000;29.000;0.000;0.000;0.000;0.000;0.000;0.000	8	0.411	0	0.000	0.000	0.290	1	29
YNL284C|Spar_14;87126;87068|WT	22;3;0;7;106;899;365;75;36;408;1302	12.320;1.502;0.000;5.089;75.683;534.268;209.568;44.872;24.527	408	20.966	1302	133.953	6.389	0.764	8	907.829
YDL195W|chrIV;107088;107207|107171,107198,WT,CGACGA	17;78;61;60;1893;9447;6555;781;270;6491;349	9.520;39.041;61.000;43.621;1351.579;5614.274;3763.620;467.269;183.954	6491	333.561	349	35.906	0.108	0.777	9	11533.878
YGL146C|Spar_7;229022;228973|WT	1;0;0;187;7;0;20;0;0;132;135	0.560;0.000;0.000;135.951;4.998;0.000;11.483;0.000;0.000	132	6.783	135	13.889	2.048	0.486	4	152.992
YPL191C|chrXVI;184724;184679|WT	1;0;48;10;0;0;22;0;0;156;0	0.560;0.000;48.000;7.270;0.000;0.000;12.632;0.000;0.000	156	8.017	0	0.000	0.000	0.411	4	68.462
YNL061W|chrXIV;510496;510539|WT	0;0;0;0;0;0;0;51;40;23;27	0.000;0.000;0.000;0.000;0.000;0.000;0.000;30.513;27.252	23	1.182	27	2.778	2.350	0.985	2	57.765
YKL026C|chrXI;389994;389883|389960,389921,ATG	10959;828;159;118;6;106;16;2;3;7436;1133	6136.828;414.439;159.000;85.787;4.284;62.995;9.187;1.197;2.044	7436	382.122	1133	116.566	0.305	0.040	9	6875.761
YKL081W|chrXI;282865;282890|WT	0;8;0;0;0;22;9;3;5;14;0	0.000;4.004;0.000;0.000;0.000;13.074;5.167;1.795;3.407	14	0.719	0	0.000	0.000	0.706	5	27.447
YDL136W|chrIV;217577;217599|WT	0;0;0;0;0;4;38;12;2;21;0	0.000;0.000;0.000;0.000;0.000;2.377;21.818;7.180;1.363	21	1.079	0	0.000	0.000	0.893	4	32.738
YML077W|chrXIII;111859;111864|WT	0;0;0;2;6;2;1;0;0;7;0	0.000;0.000;0.000;1.454;4.284;1.189;0.574;0.000;0.000	7	0.360	0	0.000	0.000	0.646	4	7.501
YCR047C|chrIII;211611;211545|WT	1;38;0;0;0;0;579;196;518;157;299	0.560;19.020;0.000;0.000;0.000;0.000;332.439;117.266;352.919	157	8.068	299	30.762	3.813	0.923	5	822.204
YLR076C|chrXII;283725;283607|283722,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLL036C|Spar_12;55564;55524|WT	0;1;0;0;54;62;118;0;0;30;0	0.000;0.501;0.000;0.000;38.555;36.846;67.751;0.000;0.000	30	1.542	0	0.000	0.000	0.772	4	143.653
YMR095C|chrXIII;457971;457959|WT	0;0;1;0;0;12;72;22;51;41;0	0.000;0.000;1.000;0.000;0.000;7.132;41.340;13.163;34.747	41	2.107	0	0.000	0.000	0.909	5	97.382
YIL019W|chrIX;315085;315092|WT	0;0;0;0;0;2;16;5;5;6;0	0.000;0.000;0.000;0.000;0.000;1.189;9.187;2.991;3.407	6	0.308	0	0.000	0.000	0.902	4	16.774
YGR066C|chrVII;621945;621799|621831,AAG	312;493;17;0;0;0;0;0;0;187;0	174.714;246.761;17.000;0.000;0.000;0.000;0.000;0.000;0.000	187	9.610	0	0.000	0.000	0.066	3	438.475
YNL045W|chrXIV;542920;542962|WT	0;1;5;12;46;0;0;0;0;157;65	0.000;0.501;5.000;8.724;32.843;0.000;0.000;0.000;0.000	157	8.068	65	6.687	0.829	0.554	4	47.068
YER109C|Spar_5;388834;388678|WT	0;0;0;205;423;231;25;0;0;719;183	0.000;0.000;0.000;149.037;302.017;137.281;14.354;0.000;0.000	719	36.948	183	18.828	0.510	0.622	4	602.689
YGR112W|Spar_7;693172;693230|WT	0;0;0;0;0;0;0;34;68;109;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;20.342;46.329	109	5.601	0	0.000	0.000	0.991	2	66.671
YNL063W|Spar_14;493200;493299|493263,AAG	5;6;2760;4360;773;5;165;4;1;4773;5029	2.800;3.003;2760.000;3169.766;551.912;2.971;94.736;2.393;0.681	4773	245.276	5029	517.397	2.109	0.405	9	6588.262
YKL119C|chrXI;219260;219217|WT	0;0;0;40;14;0;0;0;0;20;155	0.000;0.000;0.000;29.080;9.996;0.000;0.000;0.000;0.000	20	1.028	155	15.947	15.513	0.498	2	39.076
YBL004W|chrII;227510;227635|227591,227714,AAG,CGACGA	2425;6459;112;40;13;8;8;2;0;4529;482	1357.953;3232.925;112.000;29.080;9.282;4.754;4.593;1.197;0.000	4529	232.737	482	49.589	0.213	0.076	8	4751.784
YGR292W|chrVII;1076581;1076598|WT	0;0;0;0;0;1;0;0;2;11;0	0.000;0.000;0.000;0.000;0.000;0.594;0.000;0.000;1.363	11	0.565	0	0.000	0.000	0.911	2	1.957
YPL068C|chrXVI;425135;425096|WT	0;0;0;0;0;10;44;52;16;44;319	0.000;0.000;0.000;0.000;0.000;5.943;25.263;31.111;10.901	44	2.261	319	32.820	14.516	0.923	4	73.218
YHR025W|Spar_8;137791;137821|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YIL159W|chrIX;41785;41824|WT	0;0;1;0;0;0;28;0;7;11;0	0.000;0.000;1.000;0.000;0.000;0.000;16.076;0.000;4.769	11	0.565	0	0.000	0.000	0.854	3	21.845
YAL009W|Spar_1;110975;111004|WT	0;0;0;0;4;23;41;32;21;34;409	0.000;0.000;0.000;0.000;2.856;13.669;23.541;19.145;14.308	34	1.747	409	42.079	24.086	0.890	5	73.519
YLR154W-E|chrXII;455337;455432|455416,AAG	16321;2011;126;49;8;88;8;2;3;5712;1195	9139.444;1006.566;126.000;35.624;5.712;52.298;4.593;1.197;2.044	5712	293.529	1195	122.945	0.419	0.031	9	10373.478
YDR438W|chrIV;1338134;1338273|1338239,AAG	225;0;0;0;1;0;0;0;0;221;1	125.996;0.000;0.000;0.000;0.714;0.000;0.000;0.000;0.000	221	11.357	1	0.103	0.009	0.019	2	126.71
YNL043C|chrXIV;546026;545909|546016,545962,AAG,CGACGA	0;0;0;0;0;0;0;1;0;47;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.598;0.000	47	2.415	0	0.000	0.000	0.971	1	0.598
YJR036C|chrX;503537;503391|503500,AAG	0;1;0;0;53;0;556;110;22;175;732	0.000;0.501;0.000;0.000;37.841;0.000;319.233;65.813;14.989	175	8.993	732	75.310	8.374	0.873	5	438.377
YEL026W|chrV;101852;101942|WT	0;0;0;0;0;358;57;0;0;40;0	0.000;0.000;0.000;0.000;0.000;212.756;32.727;0.000;0.000	40	2.056	0	0.000	0.000	0.751	2	245.483
YHR179W|chrVIII;462444;462501|WT	0;0;0;1;0;0;377;38;26;84;356	0.000;0.000;0.000;0.727;0.000;0.000;216.458;22.735;17.714	84	4.317	356	36.626	8.484	0.892	4	257.634
YMR091C|Spar_13;430521;430479|WT	0;0;0;0;82;125;69;89;16;100;112	0.000;0.000;0.000;0.000;58.547;74.286;39.617;53.248;10.901	100	5.139	112	11.523	2.242	0.801	5	236.599
YHR046C|chrVIII;198350;198285|WT	4;2;384;691;66;1;0;0;0;473;96	2.240;1.001;384.000;502.364;47.123;0.594;0.000;0.000;0.000	473	24.307	96	9.877	0.406	0.392	6	937.322
YPL133C|chrXVI;301331;301228|301324,301291,AAG,CGACGA	2;2;0;1;2;182;1367;930;798;773;64	1.120;1.001;0.000;0.727;1.428;108.161;784.877;556.415;543.687	773	39.723	64	6.584	0.166	0.927	8	1997.416
YIL009C-A|Spar_9;311227;311191|WT	0;0;3;0;55;17;2;0;0;57;0	0.000;0.000;3.000;0.000;39.269;10.103;1.148;0.000;0.000	57	2.929	0	0.000	0.000	0.645	4	53.52
YER130C|Spar_5;433483;433388|WT	2;0;1155;79;0;2;266;0;0;854;970	1.120;0.000;1155.000;57.434;0.000;1.189;152.727;0.000;0.000	854	43.885	970	99.796	2.274	0.362	5	1367.47
YHR198C|Spar_8;477170;477154|WT	0;6;4;0;0;0;0;0;0;5;0	0.000;3.003;4.000;0.000;0.000;0.000;0.000;0.000;0.000	5	0.257	0	0.000	0.000	0.200	2	7.003
YHR142W|chrVIII;383428;383537|383498,383513,ATG	0;1;0;1;0;0;0;0;0;335;0	0.000;0.501;0.000;0.727;0.000;0.000;0.000;0.000;0.000	335	17.215	0	0.000	0.000	0.268	2	1.228
YHR175W-A|chrVIII;453514;453557|WT	0;0;0;0;0;125;70;22;2;128;73	0.000;0.000;0.000;0.000;0.000;74.286;40.191;13.163;1.363	128	6.578	73	7.510	1.142	0.806	4	129.003
YBR233W|chrII;683318;683427|683369,683399,ATG	4999;763;107;34;2;5;4;3;0;2852;602	2799.343;381.905;107.000;24.718;1.428;2.971;2.297;1.795;0.000	2852	146.559	602	61.935	0.423	0.037	8	3321.457
YPR148C|Spar_16;840403;840346|WT	0;0;0;0;14;29;37;0;5;50;108	0.000;0.000;0.000;0.000;9.996;17.234;21.244;0.000;3.407	50	2.569	108	11.111	4.325	0.795	4	51.881
YLL050C|chrXII;40425;40414|WT	0;0;0;0;0;0;43;39;44;29;39	0.000;0.000;0.000;0.000;0.000;0.000;24.689;23.334;29.978	29	1.490	39	4.012	2.693	0.952	3	78.001
YMR020W|chrXIII;315341;315376|WT	0;0;0;0;0;92;120;37;4;58;0	0.000;0.000;0.000;0.000;0.000;54.675;68.899;22.137;2.725	58	2.981	0	0.000	0.000	0.841	4	148.436
YOR087W|Spar_15;475069;475126|WT	2;1;17;119;579;1;70;12;0;441;659	1.120;0.501;17.000;86.514;413.399;0.594;40.191;7.180;0.000	441	22.662	659	67.800	2.992	0.622	8	566.499
YOR261C|chrXV;817029;816931|816987,816891,AAG	0;0;1;0;0;0;46;1;123;44;0	0.000;0.000;1.000;0.000;0.000;0.000;26.411;0.598;83.801	44	2.261	0	0.000	0.000	0.958	4	111.81
YGR070W|Spar_7;608494;608557|WT	0;52;125;0;0;0;0;0;1;157;0	0.000;26.028;125.000;0.000;0.000;0.000;0.000;0.000;0.681	157	8.068	0	0.000	0.000	0.259	3	151.709
YPL022W|Spar_16;526041;526120|526074,AAG	5;3;34;312;778;1125;0;0;0;1158;713	2.800;1.502;34.000;226.827;555.482;668.578;0.000;0.000;0.000	1158	59.507	713	73.355	1.233	0.644	6	1489.189
YDR188W|chrIV;836366;836420|WT	2;0;0;0;107;349;414;156;0;160;1001	1.120;0.000;0.000;0.000;76.397;207.408;237.702;93.334;0.000	160	8.222	1001	102.986	12.526	0.811	5	615.961
YER048W-A|chrV;250681;250717|WT	0;0;0;0;0;34;118;52;19;74;151	0.000;0.000;0.000;0.000;0.000;20.206;67.751;31.111;12.945	74	3.803	151	15.535	4.085	0.889	4	132.013
YGR062C|chrVII;617286;617278|WT	0;0;0;0;6;10;0;0;0;2;0	0.000;0.000;0.000;0.000;4.284;5.943;0.000;0.000;0.000	2	0.103	0	0.000	0.000	0.692	2	10.227
YML125C|chrXIII;21717;21699|WT	0;0;0;0;34;16;47;3;1;23;7	0.000;0.000;0.000;0.000;24.276;9.509;26.986;1.795;0.681	23	1.182	7	0.720	0.609	0.770	5	63.247
YOR110W|chrXV;528829;528940|528830,AAG	5;1;51;603;435;750;326;1;1;1335;1722	2.800;0.501;51.000;438.387;310.585;445.719;187.176;0.598;0.681	1335	68.603	1722	177.164	2.582	0.628	9	1437.447
YNR001C|chrXIV;631161;631061|631113,631083,ATG	0;215;0;0;0;0;0;0;0;0;0	0.000;107.614;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.087	1	107.614
YBR236C|Spar_2;671721;671696|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YNL052W|chrXIV;531717;531724|WT	0;0;0;0;0;0;13;0;8;14;0	0.000;0.000;0.000;0.000;0.000;0.000;7.464;0.000;5.450	14	0.719	0	0.000	0.000	0.930	2	12.914
YPL229W|Spar_16;141817;141838|WT	0;0;0;0;5;0;0;0;0;8;0	0.000;0.000;0.000;0.000;3.570;0.000;0.000;0.000;0.000	8	0.411	0	0.000	0.000	0.645	1	3.57
YOR346W|chrXV;981664;981827|981774,981828,ATG	803;1;0;1;0;0;0;0;0;526;0	449.664;0.501;0.000;0.727;0.000;0.000;0.000;0.000;0.000	526	27.030	0	0.000	0.000	0.016	3	450.892
YHL034C|chrVIII;34173;34077|34142,34077,ATG	405;124;1;2;0;0;0;0;0;219;0	226.792;62.066;1.000;1.454;0.000;0.000;0.000;0.000;0.000	219	11.254	0	0.000	0.000	0.035	4	291.312
YGL095C|Spar_7;329190;329151|WT	0;0;1;0;0;0;178;126;147;115;119	0.000;0.000;1.000;0.000;0.000;0.000;102.201;75.385;100.153	115	5.910	119	12.243	2.072	0.942	4	278.739
YKL100C|chrXI;255467;255460|WT	0;0;0;0;1;0;6;11;1;8;0	0.000;0.000;0.000;0.000;0.714;0.000;3.445;6.581;0.681	8	0.411	0	0.000	0.000	0.919	4	11.421
YAL037C-A|chrI;73665;73518|73582,AAG	452;0;80;0;1;0;0;0;0;189;0	253.111;0.000;80.000;0.000;0.714;0.000;0.000;0.000;0.000	189	9.712	0	0.000	0.000	0.083	3	333.825
YNL132W|Spar_14;359682;359771|WT	3;1;0;0;232;2377;1579;548;52;834;792	1.680;0.501;0.000;0.000;165.645;1412.631;906.599;327.866;35.428	834	42.858	792	81.483	1.901	0.803	7	2850.35
YNL309W|Spar_14;39951;39997|WT	0;0;0;1;5;154;53;0;0;121;165	0.000;0.000;0.000;0.727;3.570;91.521;30.430;0.000;0.000	121	6.218	165	16.976	2.730	0.762	4	126.248
YMR316W|Spar_13;852981;853045|WT	0;2;2;11;429;1516;847;118;30;826;1233	0.000;1.001;2.000;7.997;306.301;900.946;486.314;70.599;20.439	826	42.447	1233	126.854	2.989	0.766	8	1795.597
YLR055C|chrXII;253138;253080|WT	3;4;0;165;912;249;177;1;4;574;41	1.680;2.002;0.000;119.957;651.157;147.979;101.626;0.598;2.725	574	29.497	41	4.218	0.143	0.656	8	1027.724
YNL129W|chrXIV;381420;381479|WT	1;1;0;0;154;172;24;58;0;181;301	0.560;0.501;0.000;0.000;109.954;102.218;13.780;34.701;0.000	181	9.301	301	30.968	3.330	0.730	6	261.714
YGR203W|Spar_7;870668;870721|WT	1;0;0;3;0;0;0;0;0;24;0	0.560;0.000;0.000;2.181;0.000;0.000;0.000;0.000;0.000	24	1.233	0	0.000	0.000	0.341	2	2.741
YNL064C|chrXIV;507247;507097|WT	1;1;0;1;0;530;600;120;0;419;0	0.560;0.501;0.000;0.727;0.000;314.975;344.496;71.795;0.000	419	21.532	0	0.000	0.000	0.821	6	733.054
YBL077W|chrII;80771;80896|80887,AAG	310;55;0;0;0;0;0;0;0;456;20	173.594;27.529;0.000;0.000;0.000;0.000;0.000;0.000;0.000	456	23.433	20	2.058	0.088	0.025	2	201.123
YDR358W|chrIV;1190024;1190058|1190033,1190057,AAG,CGACGA	0;1;0;0;0;11;17;0;13;39;0	0.000;0.501;0.000;0.000;0.000;6.537;9.761;0.000;8.857	39	2.004	0	0.000	0.000	0.851	4	25.656
YBL008W-A|chrII;209266;209408|209398,AAG	998;155;0;26;0;1;0;0;0;635;0	558.861;77.582;0.000;18.902;0.000;0.594;0.000;0.000;0.000	635	32.631	0	0.000	0.000	0.037	4	655.939
YLL034C|Spar_12;60465;60407|WT	3;26;0;350;325;397;64;19;0;511;332	1.680;13.014;0.000;254.454;232.046;235.934;36.746;11.368;0.000	511	26.259	332	34.157	1.301	0.612	7	785.242
YGL018C|chrVII;459690;459664|WT	0;0;0;0;0;0;0;30;5;16;27	0.000;0.000;0.000;0.000;0.000;0.000;0.000;17.949;3.407	16	0.822	27	2.778	3.380	0.976	2	21.356
YBR211C|chrII;647215;647132|WT	3;3;0;206;653;835;1;0;2;529;240	1.680;1.502;0.000;149.764;466.234;496.234;0.574;0.000;1.363	529	27.184	240	24.692	0.908	0.656	7	1117.351
YDR439W|Spar_4;1317092;1317168|WT	1;3;13;1228;580;208;75;1;1;1264;1002	0.560;1.502;13.000;892.769;414.113;123.613;43.062;0.598;0.681	1264	64.955	1002	103.089	1.587	0.538	9	1489.898
YLR108C|Spar_12;350429;350393|WT	0;0;0;0;41;36;0;0;0;70;62	0.000;0.000;0.000;0.000;29.273;21.395;0.000;0.000;0.000	70	3.597	62	6.379	1.773	0.682	2	50.668
YBR081C|chrII;405412;405251|405283,405277,AAG	0;0;0;0;0;1;0;0;0;193;0	0.000;0.000;0.000;0.000;0.000;0.594;0.000;0.000;0.000	193	9.918	0	0.000	0.000	0.732	1	0.594
YDR323C|Spar_4;1152181;1152152|WT	0;0;0;53;112;2;34;0;4;47;0	0.000;0.000;0.000;38.532;79.967;1.189;19.521;0.000;2.725	47	2.415	0	0.000	0.000	0.633	5	141.934
YOR030W|chrXV;386722;386824|386730,386772,WT,CGACGA	7077;4995;149;141;9;10;8;2;28;5450;0	3962.983;2500.149;149.000;102.508;6.426;5.943;4.593;1.197;19.077	5450	280.066	0	0.000	0.000	0.059	9	6751.876
YDR158W|chrIV;770335;770356|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YHR004C|Spar_8;92042;91923|WT	1;8;96;132;2773;2537;627;12;0;1988;916	0.560;4.004;96.000;95.965;1979.888;1507.718;359.998;7.180;0.000	1988	102.160	916	94.241	0.922	0.685	8	4051.313
YBR256C|chrII;728110;728102|WT	0;1;0;0;0;0;18;51;20;14;0	0.000;0.501;0.000;0.000;0.000;0.000;10.335;30.513;13.626	14	0.719	0	0.000	0.000	0.944	4	54.975
YOL033W|chrXV;263416;263474|263429,263444,WT,CGACGA	13;385;71;3;1;0;0;0;0;205;35	7.280;192.704;71.000;2.181;0.714;0.000;0.000;0.000;0.000	205	10.535	35	3.601	0.342	0.144	5	273.879
YPL255W|chrXVI;67672;67724|67711,AAG	5;2;0;0;0;95;659;343;234;355;60	2.800;1.001;0.000;0.000;0.000;56.458;378.372;205.215;159.427	355	18.243	60	6.173	0.338	0.910	6	803.273
YJR041C|chrX;513830;513763|WT	1;1;0;0;96;119;233;41;0;190;0	0.560;0.501;0.000;0.000;68.543;70.721;133.779;24.530;0.000	190	9.764	0	0.000	0.000	0.792	6	298.634
YAL044C|Spar_1;33830;33821|WT	0;0;0;0;4;0;0;5;2;5;0	0.000;0.000;0.000;0.000;2.856;0.000;0.000;2.991;1.363	5	0.257	0	0.000	0.000	0.856	3	7.21
YLL018C|Spar_12;98888;98883|WT	0;0;0;0;0;0;45;20;13;13;74	0.000;0.000;0.000;0.000;0.000;0.000;25.837;11.966;8.857	13	0.668	74	7.613	11.397	0.924	3	46.66
YOR162C|Spar_15;588491;588370|WT	13;16;3700;2373;83;105;336;3;0;5528;4260	7.280;8.008;3700.000;1725.196;59.261;62.401;192.918;1.795;0.000	5528	284.074	4260	438.281	1.543	0.365	8	5756.859
YLR157C|chrXII;474224;474057|474151,474085,AAG,CGACGA	3410;693;0;0;0;1;2;0;0;1898;207	1909.534;346.868;0.000;0.000;0.000;0.594;1.148;0.000;0.000	1898	97.535	207	21.297	0.218	0.027	4	2258.144
YJR085C|chrX;585476;585437|WT	0;0;0;0;70;14;30;0;0;69;97	0.000;0.000;0.000;0.000;49.979;8.320;17.225;0.000;0.000	69	3.546	97	9.980	2.814	0.709	3	75.524
YDR459C|chrIV;1383518;1383443|1383447,AAG	0;1;0;410;500;49;55;0;1;194;185	0.000;0.501;0.000;298.074;356.994;29.120;31.579;0.000;0.681	194	9.969	185	19.033	1.909	0.577	6	716.949
YOR297C|chrXV;875347;875321|WT	0;0;0;0;0;31;18;0;0;17;0	0.000;0.000;0.000;0.000;0.000;18.423;10.335;0.000;0.000	17	0.874	0	0.000	0.000	0.785	2	28.758
YLR084C|Spar_12;282658;282505|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YML101C|Spar_13;69701;69648|WT	1;2;7;10;287;192;122;0;0;199;176	0.560;1.001;7.000;7.270;204.914;114.104;70.048;0.000;0.000	199	10.226	176	18.107	1.771	0.694	7	404.897
YGR252W|Spar_7;961920;961971|WT	0;0;0;0;115;0;55;2;0;61;108	0.000;0.000;0.000;0.000;82.109;0.000;31.579;1.197;0.000	61	3.135	108	11.111	3.544	0.714	3	114.885
YHR020W|chrVIII;143922;143995|WT	1;0;8;1;476;137;87;1;0;176;0	0.560;0.000;8.000;0.727;339.858;81.418;49.952;0.598;0.000	176	9.044	0	0.000	0.000	0.676	7	481.113
YML009C-A|chrXIII;251168;251001|251090,AAG	0;0;0;0;0;0;0;0;0;29;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	29	1.490	0	0.000	0.000	TooLow	0	0
YGR222W|chrVII;939918;939922|WT	0;0;0;0;0;5;16;1;3;6;0	0.000;0.000;0.000;0.000;0.000;2.971;9.187;0.598;2.044	6	0.308	0	0.000	0.000	0.879	4	14.8
YHR032W|chrVIII;173247;173343|173308,173470,ATG	7467;5670;26;57;10;6;13;4;4;6293;1992	4181.376;2838.007;26.000;41.440;7.140;3.566;7.464;2.393;2.725	6293	323.386	1992	204.942	0.634	0.050	9	7110.111
YGR079W|chrVII;640616;640719|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGL212W|Spar_7;91746;91774|WT	0;0;1;0;20;38;9;7;1;66;0	0.000;0.000;1.000;0.000;14.280;22.583;5.167;4.188;0.681	66	3.392	0	0.000	0.000	0.735	6	47.899
YKL053C-A|Spar_11;353120;353045|WT	0;0;0;38;114;0;0;0;0;109;0	0.000;0.000;0.000;27.626;81.395;0.000;0.000;0.000;0.000	109	5.601	0	0.000	0.000	0.595	2	109.021
YFR010W|chrVI;164984;165066|WT	4;3;2;2;35;574;1219;633;62;845;541	2.240;1.502;2.000;1.454;24.990;341.123;699.901;378.721;42.241	845	43.423	541	55.660	1.282	0.863	9	1494.172
YHR048W|chrVIII;204475;204606|204586,AAG	3668;1319;51;7;6;2;2;2;0;3037;211	2054.009;660.199;51.000;5.089;4.284;1.189;1.148;1.197;0.000	3037	156.066	211	21.708	0.139	0.041	8	2778.115
YIL120W|Spar_9;115096;115132|WT	0;0;0;0;0;0;0;0;22;4;236	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;14.989	4	0.206	236	24.280	117.864	1.000	1	14.989
YBR023C|chrII;288069;287925|288020,287978,WT,CGACGA	5;2;58;142;853;1179;1014;40;70;1865;170	2.800;1.001;58.000;103.236;609.031;700.670;582.198;23.932;47.692	1865	95.839	170	17.490	0.182	0.728	9	2128.56
YIL065C|chrIX;241814;241775|WT	1;0;0;0;0;54;100;20;0;12;87	0.560;0.000;0.000;0.000;0.000;32.092;57.416;11.966;0.000	12	0.617	87	8.951	14.507	0.833	4	102.034
YOR249C|chrXV;800741;800731|WT	0;0;0;0;0;0;0;0;0;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	1	0.051	0	0.000	0.000	TooLow	0	0
YFL054C|chrVI;22859;22787|22805,22796,AAG	2;2;2;3;75;956;1242;227;33;516;0	1.120;1.001;2.000;2.181;53.549;568.143;713.107;135.813;22.483	516	26.516	0	0.000	0.000	0.820	9	1499.397
YDR497C|Spar_4;1423302;1423200|WT	18;14;34;1276;4553;4130;2150;413;115;5191;38	10.080;7.007;34.000;927.666;3250.786;2454.425;1234.444;247.096;78.351	5191	266.756	38	3.910	0.015	0.694	9	8243.855
YHR204W|chrVIII;506290;506318|506291,AAG	0;0;0;0;0;0;0;4;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.393;0.000	0	0.000	0	0.000	LowReads	0.971	1	2.393
YDR411C|chrIV;1294432;1294394|WT	0;0;0;0;0;1;0;52;4;17;60	0.000;0.000;0.000;0.000;0.000;0.594;0.000;31.111;2.725	17	0.874	60	6.173	7.063	0.967	3	34.43
YER123W|chrV;404639;404812|404718,404868,WT,CGACGA	3;0;232;811;87;105;1;0;2;1039;292	1.680;0.000;232.000;589.606;62.117;62.401;0.574;0.000;1.363	1039	53.392	292	30.042	0.563	0.443	7	949.741
YGR179C|chrVII;854922;854895|WT	1;0;0;8;0;83;32;5;0;64;79	0.560;0.000;0.000;5.816;0.000;49.326;18.373;2.991;0.000	64	3.289	79	8.128	2.471	0.745	5	77.066
YBR182C|chrII;594980;594864|594890,594797,WT,CGACGA	3;3;48;1;1;530;1907;58;23;693;0	1.680;1.502;48.000;0.727;0.714;314.975;1094.923;34.701;15.670	693	35.612	0	0.000	0.000	0.829	9	1512.892
YDL004W|chrIV;443010;443028|WT	0;0;0;0;0;6;3;24;0;9;0	0.000;0.000;0.000;0.000;0.000;3.566;1.722;14.359;0.000	9	0.462	0	0.000	0.000	0.916	3	19.647
YKL021C|chrXI;398821;398750|WT	0;141;0;0;0;0;0;0;0;15;0	0.000;70.575;0.000;0.000;0.000;0.000;0.000;0.000;0.000	15	0.771	0	0.000	0.000	0.087	1	70.575
YLR357W|chrXII;841283;841330|WT	1;90;155;94;0;0;0;0;0;236;0	0.560;45.048;155.000;68.339;0.000;0.000;0.000;0.000;0.000	236	12.128	0	0.000	0.000	0.295	4	268.947
