Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YPL085W|Spar_16;411901;412073|WT	0;0;23;0;1144;468;1;0;0;551;0	0.000;0.000;15.404;0.000;488.082;314.544;0.633;0.000;0.000	551	30.746	0	0.000	0.000	0.627	4	818.663
YGR033C|chrVII;555044;554967|WT	0;0;0;0;1;0;268;92;790;273;394	0.000;0.000;0.000;0.000;0.427;0.000;169.526;91.883;351.096	273	15.233	394	27.731	1.820	0.962	4	612.932
YHL026C|chrVIII;54271;54166|54205,AAG	2280;115;2;1;54;2;1;1;0;1752;252	1245.052;115.000;1.340;0.521;23.039;1.344;0.633;0.999;0.000	1752	97.762	252	17.737	0.181	0.037	8	1387.928
YCL017C|Spar_3;75796;75703|WT	20;115;8;165;2000;7456;9697;986;923;6505;13735	10.922;115.000;5.358;85.903;853.290;5011.189;6133.933;984.747;410.205	6505	362.981	13735	966.722	2.663	0.804	9	13610.547
YIL020C|chrIX;314907;314820|WT	8;2;2;1;342;1283;1468;1705;1142;1984;3819	4.369;2.000;1.340;0.521;145.913;862.306;928.598;1702.833;507.534	1984	110.708	3819	268.796	2.428	0.881	9	4155.414
YIL114C|Spar_9;130940;130926|WT	0;0;0;0;0;35;95;13;14;22;49	0.000;0.000;0.000;0.000;0.000;23.524;60.093;12.983;6.222	22	1.228	49	3.449	2.809	0.866	4	102.822
YJL165C|chrX;109546;109461|WT	0;0;0;0;1;0;5;0;183;25;0	0.000;0.000;0.000;0.000;0.427;0.000;3.163;0.000;81.330	25	1.395	0	0.000	0.000	0.990	3	84.92
YPL149W|Spar_16;296366;296388|296378,AAG	18;22;0;0;0;0;0;0;0;22;30	9.829;22.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	22	1.228	30	2.112	1.720	0.060	2	31.829
YGL060W|chrVII;389934;390064|390033,AAG	5;5;41;707;2722;1754;196;34;63;2561;2439	2.730;5.000;27.460;368.080;1161.328;1178.866;123.982;33.957;27.999	2561	142.905	2439	171.666	1.201	0.631	9	2929.402
YBR185C|Spar_2;577216;577183|WT	0;0;0;0;128;27;36;6;0;47;220	0.000;0.000;0.000;0.000;54.611;18.147;22.772;5.992;0.000	47	2.623	220	15.484	5.903	0.697	4	101.522
YOR049C|chrXV;423819;423732|423749,423698,ATG	441;30;90;54;1678;4831;13794;5154;6010;8163;13366	240.819;30.000;60.278;28.114;715.910;3246.923;8725.530;5147.451;2670.999	8163	455.498	13366	940.751	2.065	0.869	9	20866.024
YOR078W|Spar_15;459962;460005|WT	1;0;1;0;0;0;25;26;68;31;82	0.546;0.000;0.670;0.000;0.000;0.000;15.814;25.967;30.221	31	1.730	82	5.771	3.336	0.938	5	73.218
YGR231C|Spar_7;918549;918487|WT	1;29;3;2;1;288;330;147;291;318;0	0.546;29.000;2.009;1.041;0.427;193.565;208.745;146.813;129.328	318	17.745	0	0.000	0.000	0.837	9	711.474
YOR161C|chrXV;638695;638558|638642,638600,ATG	1464;395;1;14;2;0;1;1;2;782;149	799.455;395.000;0.670;7.289;0.853;0.000;0.633;0.999;0.889	782	43.636	149	10.487	0.240	0.044	8	1205.788
YLR053C|chrXII;248599;248426|248519,AAG	3135;49;1;39;0;0;1;0;0;1400;0	1711.947;49.000;0.670;20.304;0.000;0.000;0.633;0.000;0.000	1400	78.121	0	0.000	0.000	0.026	5	1782.554
YKL188C|chrXI;88896;88786|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YKL098W|Spar_11;267191;267237|267221,AAG	0;0;0;25;393;117;0;0;0;130;136	0.000;0.000;0.000;13.016;167.672;78.636;0.000;0.000;0.000	130	7.254	136	9.572	1.320	0.613	3	259.324
YIL102C-A|chrIX;173630;173592|WT	0;27;170;8;0;13;0;0;0;69;294	0.000;27.000;113.858;4.165;0.000;8.737;0.000;0.000;0.000	69	3.850	294	20.693	5.375	0.271	4	153.76
YPR174C|Spar_16;888571;888550|WT	0;0;0;0;38;36;1;1;0;23;80	0.000;0.000;0.000;0.000;16.213;24.196;0.633;0.999;0.000	23	1.283	80	5.631	4.389	0.673	4	42.041
YHR188C|chrVIII;483858;483837|WT	0;0;0;1;0;0;0;20;0;22;119	0.000;0.000;0.000;0.521;0.000;0.000;0.000;19.975;0.000	22	1.228	119	8.376	6.821	0.929	2	20.496
YGR110W|chrVII;713657;713708|WT	1;282;34;0;0;0;0;0;0;99;305	0.546;282.000;22.772;0.000;0.000;0.000;0.000;0.000;0.000	99	5.524	305	21.467	3.886	0.092	3	305.318
YMR128W|Spar_13;502838;502870|WT	15;9;0;0;0;11;29;20;53;38;0	8.191;9.000;0.000;0.000;0.000;7.393;18.344;19.975;23.555	38	2.120	0	0.000	0.000	0.741	6	86.458
YGR010W|chrVII;511450;511544|511478,511508,ATG	171;1469;6476;675;212;11;6;61;4;4869;3894	93.379;1469.000;4337.329;351.420;90.449;7.393;3.795;60.922;1.778	4869	271.692	3894	274.075	1.009	0.247	9	6415.465
YOR119C|chrXV;550270;550246|WT	0;0;0;0;0;4;26;4;12;12;0	0.000;0.000;0.000;0.000;0.000;2.688;16.447;3.995;5.333	12	0.670	0	0.000	0.000	0.903	4	28.463
YGR100W|chrVII;690162;690244|690214,690241,WT,CGACGA	7;250;1451;5970;2053;413;8;1;3;3691;1746	3.823;250.000;971.813;3108.113;875.902;277.578;5.060;0.999;1.333	3691	205.959	1746	122.890	0.597	0.416	9	5494.621
YPL244C|chrXVI;88055;88033|WT	0;3;24;0;0;0;0;0;0;11;16	0.000;3.000;16.074;0.000;0.000;0.000;0.000;0.000;0.000	11	0.614	16	1.126	1.834	0.239	2	19.074
YJR144W|Spar_10;679395;679443|WT	1;1;0;0;3;187;221;58;43;102;59	0.546;1.000;0.000;0.000;1.280;125.683;139.796;57.926;19.110	102	5.692	59	4.153	0.730	0.836	7	345.341
YJL200C|Spar_10;50136;50113|WT	0;0;0;0;0;0;16;7;17;11;47	0.000;0.000;0.000;0.000;0.000;0.000;10.121;6.991;7.555	11	0.614	47	3.308	5.388	0.941	3	24.667
YPL019C|chrXVI;517153;517018|WT	2;22;23;4;464;1414;1368;1027;1717;1488;1128	1.092;22.000;15.404;2.082;197.963;950.352;865.342;1025.695;763.079	1488	83.031	1128	79.393	0.956	0.862	9	3843.009
YGL193C|chrVII;142406;142227|142269,AAG	591;0;0;0;0;0;0;0;0;285;0	322.731;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	285	15.903	0	0.000	0.000	0.019	1	322.731
YNL031C|Spar_14;552864;552848|WT	0;0;1;0;0;0;34;4;7;16;37	0.000;0.000;0.670;0.000;0.000;0.000;21.507;3.995;3.111	16	0.893	37	2.604	2.916	0.893	4	29.283
YGL202W|Spar_7;118180;118123|WT	0;0;1;0;232;424;945;20;13;305;1193	0.000;0.000;0.670;0.000;98.982;284.971;597.769;19.975;5.778	305	17.019	1193	83.968	4.934	0.812	6	1008.145
YLR220W|chrXII;576728;576824|576736,576775,ATG	273;210;0;1;0;1;1;0;0;416;143	149.079;210.000;0.000;0.521;0.000;0.672;0.633;0.000;0.000	416	23.213	143	10.065	0.434	0.058	5	360.905
YFL039C|chrVI;54796;54696|WT	204;4;4;69;1;363;1564;1122;1016;1140;2645	111.399;4.000;2.679;35.923;0.427;243.973;989.324;1120.574;451.537	1140	63.612	2645	186.165	2.927	0.876	9	2959.836
YKL079W|chrXI;286546;286602|WT	1;0;17;0;13;62;182;149;329;280;962	0.546;0.000;11.386;0.000;5.546;41.670;115.126;148.811;146.216	280	15.624	962	67.709	4.334	0.908	7	469.301
YJR011C|chrX;459479;459426|WT	3;0;0;24;539;149;66;14;0;178;439	1.638;0.000;0.000;12.495;229.962;100.143;41.749;13.982;0.000	178	9.932	439	30.899	3.111	0.652	6	399.969
YMR295C|Spar_13;807081;807015|WT	8;2;1;62;1268;2625;1579;253;113;1967;5153	4.369;2.000;0.670;32.279;540.986;1764.267;998.812;252.679;50.220	1967	109.759	5153	362.688	3.304	0.760	9	3646.282
YOR106W|chrXV;519053;519120|WT	4;1;17;342;586;2;27;20;0;589;2131	2.184;1.000;11.386;178.053;250.014;1.344;17.079;19.975;0.000	589	32.866	2131	149.988	4.564	0.533	8	481.035
YDL084W|chrIV;305076;305236|305187,305202,AAG,CGACGA	0;0;0;0;342;795;198;53;3;323;0	0.000;0.000;0.000;0.000;145.913;534.321;125.247;52.933;1.333	323	18.024	0	0.000	0.000	0.734	5	859.747
YKL091C|chrXI;270693;270650|270672,270650,WT,CGACGA	0;0;0;0;1;146;385;131;379;142;678	0.000;0.000;0.000;0.000;0.427;98.127;243.536;130.834;168.437	142	7.924	678	47.720	6.022	0.905	5	641.361
YJL071W|Spar_10;295051;295128|WT	5;1;117;952;946;160;337;1;0;716;445	2.730;1.000;78.361;495.632;403.606;107.536;213.173;0.999;0.000	716	39.953	445	31.321	0.784	0.559	8	1303.037
YMR201C|chrXIII;667059;667044|WT	0;0;0;0;0;0;0;9;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.989;0.000	0	0.000	0	0.000	LowReads	0.955	1	8.989
YDR277C|chrIV;1015860;1015702|1015860,AAG	1;0;1;3;1;0;467;239;864;144;211	0.546;0.000;0.670;1.562;0.427;0.000;295.405;238.696;383.984	144	8.035	211	14.851	1.848	0.950	7	921.29
YIR036C|chrIX;422891;422865|WT	0;0;0;0;0;0;0;0;0;7;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	7	0.391	0	0.000	0.000	TooLow	0	0
YPR124W|chrXVI;786035;786207|786154,786178,WT,CGACGA	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPR204W|chrXVI;944459;944602|WT	2162;39;243;0;148;4;1;0;1;1654;467	1180.615;39.000;162.750;0.000;63.143;2.688;0.633;0.000;0.444	1654	92.294	467	32.869	0.356	0.077	7	1449.273
YNR010W|chrXIV;643667;643743|643668,AAG	4635;323;58;34;7;3;6;0;4;1989;680	2531.060;323.000;38.846;17.701;2.987;2.016;3.795;0.000;1.778	1989	110.987	680	47.861	0.431	0.035	8	2921.183
YDR514C|Spar_4;1451028;1451015|WT	8;11;0;0;0;0;0;0;0;23;0	4.369;11.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	23	1.283	0	0.000	0.000	0.060	2	15.369
YJR055W|Spar_10;514358;514367|WT	0;0;2;0;0;35;25;1;10;6;22	0.000;0.000;1.340;0.000;0.000;23.524;15.814;0.999;4.444	6	0.335	22	1.548	4.621	0.790	5	46.121
YGL035C|chrVII;433167;433062|433125,433107,WT,CGACGA	25;16;624;8839;17495;2092;424;3;12;11752;16389	13.652;16.000;417.927;4601.777;7464.156;1406.036;268.205;2.996;5.333	11752	655.766	16389	1153.521	1.759	0.536	9	14196.082
YNL128W|chrXIV;382249;382358|382265,AAG	0;1;1;217;1222;288;0;0;1;624;1144	0.000;1.000;0.670;112.975;521.360;193.565;0.000;0.000;0.444	624	34.819	1144	80.519	2.313	0.588	6	830.014
YIL093C|chrIX;188859;188784|188825,188795,AAG	1;0;0;180;743;43;0;0;0;126;770	0.546;0.000;0.000;93.712;316.997;28.900;0.000;0.000;0.000	126	7.031	770	54.196	7.708	0.553	4	440.155
YGL200C|chrVII;123317;123305|WT	1;0;0;0;0;3;75;7;3;17;30	0.546;0.000;0.000;0.000;0.000;2.016;47.442;6.991;1.333	17	0.949	30	2.112	2.226	0.878	5	58.328
YOR083W|chrXV;479471;479532|479472,479499,WT,CGACGA	3;203;0;2;123;0;0;0;0;247;11	1.638;203.000;0.000;1.041;52.477;0.000;0.000;0.000;0.000	247	13.783	11	0.774	0.056	0.182	4	258.156
YGL017W|chrVII;459826;459853|WT	0;0;0;0;0;6;0;30;24;33;180	0.000;0.000;0.000;0.000;0.000;4.033;0.000;29.962;10.666	33	1.841	180	12.669	6.882	0.940	3	44.661
YLL033W|chrXII;73369;73408|WT	0;1;3;124;29;14;0;0;0;80;59	0.000;1.000;2.009;64.557;12.373;9.409;0.000;0.000;0.000	80	4.464	59	4.153	0.930	0.457	5	89.348
YAL011W|chrI;132194;132198|WT	0;0;0;0;0;0;4;2;0;6;28	0.000;0.000;0.000;0.000;0.000;0.000;2.530;1.997;0.000	6	0.335	28	1.971	5.884	0.916	2	4.527
YOR153W|chrXV;619672;619839|619756,619789,ATG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR222W|Spar_4;885348;885451|WT	978;93;934;8466;9173;1626;99;25;6;7966;6379	534.062;93.000;625.551;4407.585;3913.615;1092.837;62.623;24.968;2.667	7966	444.506	6379	448.979	1.010	0.479	9	10756.908
YDL175C|Spar_4;149990;149961|WT	0;0;0;99;26;6;0;0;0;41;176	0.000;0.000;0.000;51.542;11.093;4.033;0.000;0.000;0.000	41	2.288	176	12.388	5.414	0.464	3	66.668
YNR024W|Spar_14;648843;648867|WT	0;0;0;0;8;8;29;0;1;30;78	0.000;0.000;0.000;0.000;3.413;5.377;18.344;0.000;0.444	30	1.674	78	5.490	3.280	0.818	4	27.578
YCR071C|chrIII;240575;240543|WT	0;0;0;0;0;45;29;0;4;16;7	0.000;0.000;0.000;0.000;0.000;30.245;18.344;0.000;1.778	16	0.893	7	0.493	0.552	0.791	3	50.367
YDR072C|chrIV;591470;591344|591401,591350,ATG	11681;2535;337;379;125;13;7;3;308;6494;2074	6378.709;2535.000;225.707;197.316;53.331;8.737;4.428;2.996;136.883	6494	362.368	2074	145.976	0.403	0.068	9	9543.107
YIL070C|Spar_9;207778;207712|WT	0;2;1;0;1;0;179;359;987;390;1878	0.000;2.000;0.670;0.000;0.427;0.000;113.228;358.544;438.648	390	21.762	1878	132.181	6.074	0.964	6	913.517
YGR088W|chrVII;654614;654633|WT	0;0;0;0;47;19;6;4;0;24;36	0.000;0.000;0.000;0.000;20.052;12.770;3.795;3.995;0.000	24	1.339	36	2.534	1.892	0.688	4	40.612
YLR258W|chrXII;660648;660715|660689,660800,AAG	0;0;0;0;0;10;1;56;23;80;0	0.000;0.000;0.000;0.000;0.000;6.721;0.633;55.929;10.222	80	4.464	0	0.000	0.000	0.938	4	73.505
YGL016W|chrVII;461596;461665|WT	1;0;1;1;400;404;882;18;85;474;708	0.546;0.000;0.670;0.521;170.658;271.529;557.918;17.977;37.776	474	26.449	708	49.832	1.884	0.799	8	1057.595
YDR296W|chrIV;1055177;1055211|WT	0;0;1;19;106;16;2;0;0;62;376	0.000;0.000;0.670;9.892;45.224;10.754;1.265;0.000;0.000	62	3.460	376	26.464	7.649	0.582	5	67.805
YLR103C|chrXII;345965;345941|WT	0;0;0;0;0;10;5;8;0;8;46	0.000;0.000;0.000;0.000;0.000;6.721;3.163;7.990;0.000	8	0.446	46	3.238	7.260	0.853	3	17.874
YLL012W|Spar_12;113101;113156|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YMR031C|chrXIII;334817;334743|334768,334743,ATG	3;192;959;34;160;1;101;1;0;1024;427	1.638;192.000;642.294;17.701;68.263;0.672;63.889;0.999;0.000	1024	57.140	427	30.054	0.526	0.302	8	987.456
YDR090C|chrIV;626056;625998|WT	0;0;0;0;118;68;0;0;0;46;166	0.000;0.000;0.000;0.000;50.344;45.703;0.000;0.000;0.000	46	2.567	166	11.684	4.552	0.645	2	96.047
YOR168W|chrXV;649274;649302|WT	0;0;0;0;0;25;24;0;39;24;353	0.000;0.000;0.000;0.000;0.000;16.803;15.181;0.000;17.333	24	1.339	353	24.846	18.556	0.871	3	49.317
YOL035C|Spar_15;243764;243712|WT	766;62;0;0;0;0;0;0;0;254;423	418.294;62.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	254	14.173	423	29.772	2.101	0.027	2	480.294
YHR188C|Spar_8;463765;463722|WT	0;0;0;0;0;14;23;22;154;111;124	0.000;0.000;0.000;0.000;0.000;9.409;14.549;21.972;68.442	111	6.194	124	8.728	1.409	0.953	4	114.372
YKL162C|chrXI;148894;148838|WT	0;0;148;90;1;0;43;0;0;184;102	0.000;0.000;99.124;46.856;0.427;0.000;27.200;0.000;0.000	184	10.267	102	7.179	0.699	0.413	4	173.607
YLR301W|Spar_12;684523;684584|WT	1;3;1;4;28;0;274;532;2661;847;2506	0.546;3.000;0.670;2.082;11.946;0.000;173.321;531.324;1182.617	847	47.263	2506	176.382	3.732	0.971	8	1905.506
YKL034W|Spar_11;385356;385461|WT	8;42;188;3525;5607;177;230;3;0;2998;1169	4.369;42.000;125.914;1835.192;2392.199;118.962;145.489;2.996;0.000	2998	167.289	1169	82.279	0.492	0.515	8	4667.121
YBR044C|chrII;326142;326059|326073,AAG	11;6;5;5;253;1738;4828;2052;1051;2419;2099	6.007;6.000;3.349;2.603;107.941;1168.112;3053.999;2049.392;467.091	2419	134.981	2099	147.736	1.094	0.880	9	6864.494
YHR061C|Spar_8;198347;198308|WT	0;0;95;171;0;0;0;0;0;87;212	0.000;0.000;63.627;89.026;0.000;0.000;0.000;0.000;0.000	87	4.855	212	14.921	3.073	0.357	2	152.653
YBR291C|chrII;784658;784572|784621,784594,AAG	293;3600;949;194;11;4;4;2;5;3951;1689	160.000;3600.000;635.597;101.001;4.693;2.688;2.530;1.997;2.222	3951	220.467	1689	118.878	0.539	0.114	9	4510.728
YMR014W|Spar_13;288951;288977|WT	0;0;0;0;0;17;63;0;49;18;128	0.000;0.000;0.000;0.000;0.000;11.426;39.851;0.000;21.777	18	1.004	128	9.009	8.973	0.895	3	73.054
YOR350C|chrXV;994888;994855|WT	3;20;1;0;0;0;0;0;0;39;43	1.638;20.000;0.670;0.000;0.000;0.000;0.000;0.000;0.000	39	2.176	43	3.027	1.391	0.081	3	22.308
YJR054W|Spar_10;511880;511975|WT	170;1041;1;0;1;1;0;0;0;809;125	92.833;1041.000;0.670;0.000;0.427;0.672;0.000;0.000;0.000	809	45.142	125	8.798	0.195	0.074	5	1135.602
YPR010C-A|chrXVI;582824;582734|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YMR136W|chrXIII;541164;541198|WT	0;0;0;2;20;9;35;0;0;39;0	0.000;0.000;0.000;1.041;8.533;6.049;22.140;0.000;0.000	39	2.176	0	0.000	0.000	0.769	4	37.763
YKL208W|Spar_11;50752;50763|WT	0;0;0;0;0;0;0;0;6;5;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.667	5	0.279	0	0.000	0.000	1.000	1	2.667
YIL014C-A|chrIX;325584;325526|WT	0;0;0;0;182;13;60;3;0;52;117	0.000;0.000;0.000;0.000;77.649;8.737;37.954;2.996;0.000	52	2.902	117	8.235	2.838	0.691	4	127.336
YGR245C|Spar_7;947480;947380|WT	1;4;2619;2502;367;3;0;0;1;2062;1382	0.546;4.000;1754.086;1302.596;156.579;2.016;0.000;0.000;0.444	2062	115.060	1382	97.271	0.845	0.347	7	3220.267
YGL089C|Spar_7;343716;343668|WT	0;0;0;0;0;1;127;12;29;55;114	0.000;0.000;0.000;0.000;0.000;0.672;80.335;11.985;12.888	55	3.069	114	8.024	2.615	0.909	4	105.88
YEL049W|chrV;63574;63727|63605,AAG	0;915;167;1;1;1;0;0;0;745;96	0.000;915.000;111.849;0.521;0.427;0.672;0.000;0.000;0.000	745	41.571	96	6.757	0.163	0.101	5	1028.469
YDR457W|chrIV;1369675;1369789|1369740,1369755,AAG,CGACGA	1;1;3;91;1407;140;302;0;0;1137;1167	0.546;1.000;2.009;47.377;600.290;94.094;191.033;0.000;0.000	1137	63.445	1167	82.138	1.295	0.646	7	936.349
YDL123W|chrIV;241387;241417|WT	0;0;0;0;68;0;0;1;0;36;19	0.000;0.000;0.000;0.000;29.012;0.000;0.000;0.999;0.000	36	2.009	19	1.337	0.666	0.593	2	30.011
YKL090W|Spar_11;282344;282355|282345,AAG	0;0;0;0;7;0;0;6;2;3;0	0.000;0.000;0.000;0.000;2.987;0.000;0.000;5.992;0.889	3	0.167	0	0.000	0.000	0.847	3	9.868
YPR049C|Spar_16;679758;679713|WT	0;1;0;1;2;257;206;99;26;204;989	0.000;1.000;0.000;0.521;0.853;172.730;130.307;98.874;11.555	204	11.383	989	69.610	6.115	0.831	7	415.84
YDR306C|Spar_4;1119464;1119405|1119453,AAG	3;8;0;3;75;135;1288;241;373;526;2379	1.638;8.000;0.000;1.562;31.998;90.734;814.737;240.694;165.771	526	29.351	2379	167.443	5.705	0.889	8	1355.134
YDR527W|chrIV;1491009;1491093|WT	14;70;987;6090;3186;666;8;0;4;3788;1461	7.645;70.000;661.047;3170.588;1359.291;447.620;5.060;0.000;1.778	3788	211.372	1461	102.831	0.486	0.457	8	5723.029
YBL071C-B|chrII;89593;89556|89569,AAG	0;0;0;1;82;48;16;0;0;59;0	0.000;0.000;0.000;0.521;34.985;32.261;10.121;0.000;0.000	59	3.292	0	0.000	0.000	0.677	4	77.888
YGL131C|Spar_7;265147;265102|WT	1;111;74;1;24;0;0;0;0;99;437	0.546;111.000;49.562;0.521;10.239;0.000;0.000;0.000;0.000	99	5.524	437	30.758	5.568	0.168	5	171.868
YCR015C|chrIII;142194;142170|WT	0;0;0;0;44;25;23;0;0;39;162	0.000;0.000;0.000;0.000;18.772;16.803;14.549;0.000;0.000	39	2.176	162	11.402	5.240	0.717	3	50.124
YGR205W|chrVII;909082;909212|909116,909125,ATG	172;563;1;133;1;0;0;0;1;621;0	93.925;563.000;0.670;69.243;0.427;0.000;0.000;0.000;0.444	621	34.652	0	0.000	0.000	0.104	6	727.709
YDR109C|Spar_4;667790;667636|667656,AAG	2023;1;2;0;1;0;0;0;0;614;118	1104.711;1.000;1.340;0.000;0.427;0.000;0.000;0.000;0.000	614	34.261	118	8.305	0.242	0.020	4	1107.478
YKR071C|Spar_11;590536;590492|WT	0;0;0;0;0;0;27;10;0;38;140	0.000;0.000;0.000;0.000;0.000;0.000;17.079;9.987;0.000	38	2.120	140	9.854	4.648	0.913	2	27.066
YNL323W|chrXIV;31888;31943|WT	1;0;0;0;26;0;24;120;244;186;708	0.546;0.000;0.000;0.000;11.093;0.000;15.181;119.848;108.440	186	10.379	708	49.832	4.801	0.949	5	255.108
YPR103W|chrXVI;732280;732348|732298,732310,AAG	1;0;0;0;0;0;0;0;98;60;141	0.546;0.000;0.000;0.000;0.000;0.000;0.000;0.000;43.554	60	3.348	141	9.924	2.964	0.978	2	44.1
YHR134W|Spar_8;350636;350655|350651,AAG	0;0;0;0;0;0;0;0;0;3;63	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	3	0.167	63	4.434	26.551	TooLow	0	0
YGR084C|chrVII;648311;648142|648250,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOL054W|chrXV;228554;228613|WT	0;0;0;0;0;0;1;7;62;87;353	0.000;0.000;0.000;0.000;0.000;0.000;0.633;6.991;27.554	87	4.855	353	24.846	5.118	0.988	3	35.178
YMR121C|chrXIII;510371;510348|510367,510348,ATG	7;8;13;0;0;0;0;0;0;4;64	3.823;8.000;8.707;0.000;0.000;0.000;0.000;0.000;0.000	4	0.223	64	4.505	20.202	0.149	3	20.53
YHR135C|chrVIII;374431;374310|374390,374375,AAG	911;2164;33250;15893;1532;125;67;13;15;25191;10754	497.475;2164.000;22269.330;8274.245;653.620;84.013;42.382;12.983;6.666	25191	1405.667	10754	756.908	0.538	0.302	9	34004.714
YMR319C|Spar_13;864107;864033|WT	0;0;0;0;159;349;218;31;0;244;0	0.000;0.000;0.000;0.000;67.837;234.563;137.898;30.961;0.000	244	13.615	0	0.000	0.000	0.763	4	471.259
YEL050C|Spar_5;40756;40712|40719,AAG	0;0;0;0;0;0;0;0;0;2;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	2	0.112	0	0.000	0.000	TooLow	0	0
YDR459C|chrIV;1383539;1383443|WT	502;1546;99;1;4;0;4;0;1;1499;1306	274.130;1546.000;66.306;0.521;1.707;0.000;2.530;0.000;0.444	1499	83.645	1306	91.921	1.099	0.079	7	1891.638
YHR046C|chrVIII;198350;198285|198331,AAG	3;2;2;30;338;472;1969;325;236;771;571	1.638;2.000;1.340;15.619;144.206;317.232;1245.510;324.587;104.884	771	43.022	571	40.189	0.934	0.853	9	2157.016
YPR030W|chrXVI;627857;627879|WT	0;0;0;0;0;0;23;33;50;40;364	0.000;0.000;0.000;0.000;0.000;0.000;14.549;32.958;22.221	40	2.232	364	25.620	11.478	0.956	3	69.728
YPL242C|Spar_16;119952;119877|119934,AAG	0;1;1;0;243;790;84;0;1;376;870	0.000;1.000;0.670;0.000;103.675;530.960;53.135;0.000;0.444	376	20.981	870	61.234	2.919	0.707	6	689.884
YOR329C|Spar_15;881204;881130|WT	0;56;133;94;248;0;0;0;1;124;0	0.000;56.000;89.077;48.938;105.808;0.000;0.000;0.000;0.444	124	6.919	0	0.000	0.000	0.370	5	300.267
YEL064C|chrV;31272;31239|WT	0;26;41;7;1;0;0;0;0;60;81	0.000;26.000;27.460;3.644;0.427;0.000;0.000;0.000;0.000	60	3.348	81	5.701	1.703	0.202	4	57.531
YML094W|Spar_13;81746;81763|WT	0;0;0;0;0;11;25;21;34;15;68	0.000;0.000;0.000;0.000;0.000;7.393;15.814;20.973;15.110	15	0.837	68	4.786	5.718	0.918	4	59.29
YKL049C|chrXI;346796;346764|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLL062C|Spar_12;4441;4296|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YAR042W|chrI;192566;192618|WT	0;0;11;3;156;174;89;0;1;304;1093	0.000;0.000;7.367;1.562;66.557;116.946;56.298;0.000;0.444	304	16.963	1093	76.930	4.535	0.704	6	249.174
YPL037C|Spar_16;501053;500988|WT	1;0;1;32;379;40;1;18;0;194;144	0.546;0.000;0.670;16.660;161.698;26.884;0.633;17.977;0.000	194	10.825	144	10.135	0.936	0.611	7	225.068
YER060W-A|Spar_5;277553;277563|WT	0;0;0;0;0;7;0;3;4;8;0	0.000;0.000;0.000;0.000;0.000;4.705;0.000;2.996;1.778	8	0.446	0	0.000	0.000	0.845	3	9.479
YDL209C|chrIV;87268;87226|WT	0;0;90;160;21;0;35;0;0;159;86	0.000;0.000;60.278;83.300;8.960;0.000;22.140;0.000;0.000	159	8.872	86	6.053	0.682	0.437	4	174.678
YPR148C|Spar_16;840384;840346|WT	0;0;0;0;0;0;0;0;0;4;50	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	4	0.223	50	3.519	15.780	TooLow	0	0
YDR511W|chrIV;1469971;1470016|WT	0;23;108;86;32;0;0;0;0;117;115	0.000;23.000;72.333;44.773;13.653;0.000;0.000;0.000;0.000	117	6.529	115	8.094	1.240	0.313	4	153.759
YNR025C|Spar_14;649584;649519|649527,AAG	31;95;136;2;0;0;0;0;0;262;248	16.928;95.000;91.087;1.041;0.000;0.000;0.000;0.000;0.000	262	14.620	248	17.455	1.194	0.165	4	204.056
