Constructs	TotalFacsReads_R1	TotalFacsReads_R2	TotalFacsReads_R3	AverageFacsReads
YFL029C|Spar_6;112514;112465|WT	4862.104	4560.686	3369.646	4264.145333333334
YLL054C|Spar_12;22285;22221|22249,AAG	3723.68	5062.696	3706.999	4164.458333333333
YDL199C|chrIV;103422;103353|103381,103353,AAG	492.509	602.939	340.509	478.6523333333333
YMR040W|chrXIII;350223;350380|WT	1136.167	852.85	633.227	874.0813333333332
YAR042W|Spar_1;169800;169856|WT	809.421	400.727	612.377	607.5083333333333
YGR213C|chrVII;919620;919465|919597,AAG	890.987	1332.5	426.135	883.2073333333334
YKL197C|Spar_11;77395;77364|WT	4399.254	2411.657	2400.842	3070.5843333333337
YPL241C|Spar_16;121040;120905|121000,AAG	3373.17	3001.027	1669.241	2681.146
YHR150W|chrVIII;397188;397250|WT	2377.786	2143.679	2102.809	2208.0913333333333
YLR211C|Spar_12;529812;529787|529800,AAG	2977.815	2250.82	2649.584	2626.073
YER123W|chrV;404639;404812|404718,404868,ATG	2024.35	1501.645	475.894	1333.963
YCR100C|chrIII;302311;302221|302238,AAG	1888.784	1191.294	1338.678	1472.9186666666667
YBL094C|chrII;44221;44097|44170,AAG	6557.097	6149.568	5822.736	6176.467000000001
YGR071C|chrVII;634128;634063|634089,634063,WT,CGACGA	4191.985	3006.399	1586.714	2928.366
YER174C|Spar_5;540742;540598|WT	4736.507	4246.347	3111.659	4031.504333333333
YER172C|chrV;536078;536021|WT	4351.922	5298.658	7410.032	5686.870666666667
YDL113C|chrIV;258641;258555|258574,258555,AAG,CGACGA	142.623	377.593	204.402	241.5393333333333
YBL066C|chrII;100171;100115|WT	925.445	1973.097	956.177	1284.9063333333334
YCR079W|chrIII;252792;252844|WT	1843.107	2005.184	2159.969	2002.7533333333333
YHL002W|Spar_8;87659;87732|WT	1278.798	1639.157	813.443	1243.7993333333334
YDL133W|chrIV;222291;222426|222354,222375,WT,CGACGA	1849.15	1370.761	1689.682	1636.531
YOR023C|chrXV;377827;377712|377726,AAG	673.863	929.485	1158.004	920.4506666666666
YOR174W|chrXV;658648;658746|WT	2170.815	1971.438	1926.638	2022.9636666666668
YOR106W|Spar_15;506372;506471|WT	4096.465	3473.78	2711.884	3427.3763333333336
YGL007C-A|Spar_7;479766;479603|WT	1301.973	1581.485	896.365	1259.9409999999998
YLR014C|chrXII;175004;174982|174993,AAG	2634.389	3028.264	2217.586	2626.746333333333
YBL061C|chrII;107453;107406|WT	2355.564	1631.507	1700.896	1895.9889999999998
YBR260C|chrII;734662;734639|WT	59.328	96.8	50.42	68.84933333333333
YDR467C|chrIV;1397958;1397909|WT	25.155	30.994	14.523	23.557333333333332
YHR002W|chrVIII;108663;108811|108765,108811,AAG	269.984	314.485	284.616	289.695
YJL013C|chrX;411076;411040|411076,AAG	326.355	658.077	380.102	454.8446666666667
YKR062W|chrXI;559619;559665|559640,559665,ATG	32.905	64.429	25.596	40.97666666666667
YBL107W-A:0|Spar_3;126277;126362|WT	50.399	47.912	52.8	50.37033333333333
YLR354C|chrXII;837417;837357|WT	120.349	71.795	165.097	119.08033333333333
YIL028W|chrIX;301958;302099|302031,AAG	80.375	22.066	20.437	40.95933333333333
YHR078W|Spar_8;232368;232396|WT	9.987	4.088	5.675	6.583333333333333
YJL036W|chrX;378697;378824|378804,378824,AAG,CGACGA	616.144	508.798	609.655	578.199
YJL209W|Spar_10;29230;29321|WT	31.612	364.359	201.769	199.24666666666667
YLR397C|Spar_12;869574;869515|WT	2039.964	1945.968	687.359	1557.7636666666667
YDR049W|chrIV;553161;553253|553180,AAG	998.057	1430.466	1398.688	1275.737
YLR313C|Spar_12;715944;715891|WT	936.349	805.762	444.43	728.8469999999999
YNL025C|Spar_14;561886;561834|WT	1147.69	383.232	662.67	731.1973333333334
YOL014W|chrXV;299537;299692|299578,299599,ATG	356.932	860.397	119.117	445.482
YLR374C|chrXII;872018;871842|WT	3170.957	2244.959	3062.723	2826.2129999999997
YIL120W|Spar_9;115096;115132|WT	658.75	875.717	619.251	717.906
YCR077C|chrIII;252671;252628|WT	54.217	57.126	44.29	51.87766666666666
YDR356W|chrIV;1186095;1186106|WT	297.805	293.879	173.872	255.18533333333335
YER026C|chrV;208498;208474|WT	779.465	445.354	901.439	708.7526666666666
YGR063C|chrVII;617841;617824|WT	1307.069	1119.06	1481.037	1302.3886666666667
YHL034C|chrVIII;34188;34077|34142,34077,WT,CGACGA	6526.627	7660.548	5124.142	6437.105666666666
YLR323C|Spar_12;732548;732512|WT	6252.909	5828.742	4724.603	5602.084666666667
YMR001C|chrXIII;271267;271136|271176,271136,AAG	10070.536	9872.551	8824.727	9589.271333333332
YMR188C|chrXIII;637078;637004|637056,637041,AAG,CGACGA	7939.374	9645.073	5463.679	7682.708666666666
YPR125W|chrXVI;787844;787960|WT	15262.093	12919.309	8258.382	12146.594666666666
YHL044W|chrVIII;13547;13564|WT	6988.069	6318.293	6182.961	6496.441
YCR032W|chrIII;179390;179519|WT	483.867	716.949	560.271	587.029
YPR125W|chrXVI;787864;787960|787890,787911,ATG	169.996	497.846	441.978	369.94
YMR308C|chrXIII;892365;892221|892258,892231,WT,CGACGA	2930.067	3214.846	1865.031	2669.9813333333336
YKR022C|chrXI;483168;483139|WT	1891.638	1847.757	1161.442	1633.6123333333333
YDR061W|chrIV;574145;574163|WT	209.181	156.411	78.207	147.933
YDR234W|Spar_4;906169;906262|WT	140.16	87.897	75.786	101.281
YDR422C|Spar_4;1295317;1295216|WT	9.248	24.172	6.892	13.437333333333335
YER161C|chrV;500395;500348|WT	57.635	17.919	24.751	33.435
YHR216W|chrVIII;554289;554395|554326,554344,ATG	344.713	489.391	302.872	378.992
YBL030C|Spar_2;144359;144210|WT	217.685	124.398	138.618	160.23366666666666
YIL090W|chrIX;193456;193594|WT	2488.576	1927.782	1611.671	2009.343
YOL038W|chrXV;255302;255336|255317,255336,AAG,CGACGA	184.57	279.821	152.817	205.73600000000002
YDR034C-A|chrIV;520805;520692|520739,AAG	307.465	593.151	541.802	480.80600000000004
YNR026C|Spar_14;651209;651168|WT	10929.583	11258.746	10745.935	10978.087999999998
YOL042W|chrXV;249765;249824|WT	12860.733	11180.37	12676.998	12239.367
YDR072C|chrIV;591470;591344|591434,591350,AAG	10077.332	13155.073	8995.693	10742.699333333332
YOR001W|chrXV;326791;326831|WT	15273.83	14346.711	11638.942	13753.160999999998
YBR147W|chrII;536440;536574|536541,536565,AAG,CGACGA	13811.685	10891.54	6266.582	10323.269
YDR051C|chrIV;558106;558060|WT	9736.26	11855.426	8792.419	10128.035000000002
YDR362C|Spar_4;983588;983698|WT	5380.569	4594.822	4841.571	4938.9873333333335
YMR114C|chrXIII;497503;497449|497478,AAG	5954.984	6642.592	5321.427	5973.001
YBR043C|Spar_2;295830;295702|WT	2553.385	2699.373	2792.718	2681.825333333333
YBR246W|Spar_2;691531;691582|WT	1966.419	911.854	1513.521	1463.9313333333332
YJR114W|chrX;638490;638658|WT	482.79	924.585	416.544	607.973
YPR054W|chrXVI;666145;666279|WT	683.896	706.669	126.618	505.72766666666666
YDR501W|Spar_4;1429042;1429134|WT	850.601	755.449	247.394	617.8146666666667
YMR042W|Spar_13;342691;342769|342703,AAG	200.748	572.559	273.059	348.78866666666664
YMR203W|Spar_13;651850;651917|WT	145.296	150.193	169.236	154.90833333333333
YNL305C|chrXIV;59822;59791|WT	3599.608	3436.157	1721.164	2918.9763333333335
YBR301W|chrII;809053;809056|WT	5700.046	5069.632	5369.085	5379.587666666666
YLR158C|chrXII;483739;483637|483731,483665,AAG	3375.362	4727.33	3591.628	3898.1066666666666
YOR383C|Spar_15;999358;999201|999302,AAG	6042.343	6784.979	4545.995	5791.105666666666
YBR196C-A|chrII;614331;614173|614304,AAG	11714.656	12111.529	8815.637	10880.607333333333
YGR124W|Spar_7;716286;716343|WT	11250.347	11804.488	9204.728	10753.187666666667
YLR206W|chrXII;554437;554577|WT	7580.4	8738.257	6857.385	7725.347333333334
YIL013C|chrIX;332503;332442|WT	8947.408	8230.346	7598.782	8258.845333333333
YJL179W|chrX;88718;88786|88721,AAG	560.327	533.39	343.762	479.1596666666667
YNL280C|chrXIV;110484;110411|WT	1438.821	2058.294	2479.218	1992.1109999999999
YOR157C|chrXV;631816;631751|WT	28.478	17.329	5.842	17.216333333333335
YPL083C|Spar_16;423168;423117|WT	49.402	34.066	7.232	30.233333333333334
YHL027W|chrVIII;51026;51110|51091,51109,ATG	50.431	38.641	22.484	37.18533333333334
YLR121C|chrXII;390374;390270|390370,AAG	1318.029	2103.419	1217.809	1546.4189999999999
YNL146W|Spar_14;336145;336236|WT	4064.886	3993.973	2882.295	3647.0513333333333
YPL261C|chrXVI;49459;49304|WT	3039.359	2137.622	2236.809	2471.2633333333333
YOR090C|chrXV;492922;492841|492899,492824,AAG	2445.245	2128.537	1840.321	2138.034333333333
YLR160C|chrXII;487446;487289|487423,487402,AAG,CGACGA	7409.773	7029.317	3183.052	5874.047333333333
YAL024C|Spar_1;81200;81111|WT	2994.323	5029.909	3207.519	3743.917
YBR114W|chrII;467145;467247|467163,AAG	3822.779	2806.201	2225.989	2951.656333333333
YDR363W-A|chrIV;1202105;1202127|WT	3502.07	2430.345	2783.201	2905.2053333333333
YHR196W|chrVIII;491876;491930|WT	1763.772	2260.145	1752.378	1925.4316666666666
YNL211C|chrXIV;250380;250315|250340,250315,WT,CGACGA	4494.845	4520.999	4180.543	4398.795666666667
YKL082C|chrXI;282412;282329|WT	2739.66	2782.297	2199.678	2573.8783333333336
YOR375C|chrXV;1043110;1043042|WT	5373.991	4408.975	3507.436	4430.134
YGR174W-A|chrVII;846530;846654|846573,846609,AAG	96.552	58.693	46.424	67.223
YGR065C|chrVII;619968;619858|WT	6299.667	4851.949	3800.462	4984.026
YIL159W|chrIX;41770;41824|41778,AAG	3077.582	3219.238	2695.165	2997.3283333333334
YPL064C|Spar_16;454760;454734|WT	1172.222	1133.858	966.001	1090.6936666666668
YHR050W|chrVIII;207489;207653|207611,207629,WT,CGACGA	8207.205	8795.352	4873.493	7292.016666666667
YLR053C|chrXII;248587;248426|248535,AAG	11852.633	8413.144	6629.014	8964.930333333334
YIL094C|chrIX;187697;187632|WT	4432.53	5907.487	3341.566	4560.527666666666
YOR016C|chrXV;361222;361084|361130,361084,WT,CGACGA	4390.081	4580.144	4662.653	4544.292666666667
YER078W-A|chrV;318550;318645|318569,AAG	1424.209	1680.226	1697.73	1600.721666666667
YGL232W|Spar_7;64150;64172|WT	1234.368	1826.576	930.921	1330.6216666666667
YHR103W|chrVIII;320238;320413|320363,320393,WT,CGACGA	7746.83	9375.239	5436.813	7519.627333333333
YLR154W-E|chrXII;455337;455432|455343,AAG	60.785	23.535	50.709	45.00966666666667
YNL145W|Spar_14;336911;336955|WT	401.852	476.309	323.47	400.5436666666667
YGR257C|chrVII;1007404;1007305|1007361,1007334,WT,CGACGA	372.0	287.931	394.634	351.5216666666667
YLR352W|Spar_12;785499;785646|WT	47.494	29.3	31.656	36.15
YPL104W|chrXVI;355679;355699|WT	18.656	28.658	9.432	18.915333333333333
YHR070C-A|chrVIII;236626;236512|WT	51.07	70.635	72.707	64.804
YNL147W|Spar_14;335350;335441|335431,AAG	206.944	180.995	248.712	212.21699999999998
YBR105C|chrII;451992;451969|451987,451972,WT,CGACGA	69.056	38.688	50.23	52.657999999999994
YLR412C-A|Spar_12;900826;900687|900798,AAG	830.139	786.678	796.958	804.5916666666667
YER185W|Spar_5;561315;561453|561379,AAG	522.182	397.918	291.648	403.916
YDR503C|chrIV;1455905;1455866|WT	184.908	148.425	158.326	163.88633333333334
YLR425W|Spar_12;927995;928130|928059,AAG	24.558	26.713	5.969	19.080000000000002
YOL125W|chrXV;83772;83833|83787,83847,WT,CGACGA	167.473	194.113	101.894	154.49333333333334
YPL246C|Spar_16;110150;110077|110085,AAG	85.305	51.518	73.815	70.21266666666666
YDR095C|chrIV;636586;636527|WT	17.262	34.771	33.19	28.407666666666668
YHL014C|chrVIII;77427;77314|77383,AAG	139.4	100.893	39.937	93.41000000000001
YDL212W|chrIV;78370;78425|WT	906.352	973.204	448.612	776.056
YNR034W-A|chrXIV;692488;692560|WT	206.955	251.958	250.531	236.4813333333333
YHR094C|chrVIII;292657;292625|WT	452.226	271.681	545.873	423.26
YDL014W|Spar_4;435886;435980|WT	216.946	221.426	221.67	220.01399999999998
YOR152C|Spar_15;564917;564752|WT	970.215	501.892	521.62	664.5756666666666
YER143W|chrV;456260;456318|WT	1890.488	2438.917	1450.323	1926.576
YCR030C|chrIII;176523;176438|176457,176406,WT,CGACGA	19.638	23.554	31.958	25.05
YGL160W|Spar_7;200425;200527|WT	317.491	394.976	299.729	337.39866666666666
YNL307C|chrXIV;57717;57573|57668,57578,AAG,CGACGA	33.726	30.163	11.791	25.226666666666663
YNL320W|chrXIV;37610;37699|WT	30.619	66.503	95.218	64.11333333333333
YLR374C|chrXII;872018;871842|871874,AAG	19.766	40.06	20.187	26.671000000000003
YOL035C|Spar_15;243775;243712|WT	50.577	85.072	32.84	56.163000000000004
YBR197C|Spar_2;593911;593871|WT	199.368	278.875	138.986	205.74300000000002
YGL257C|chrVII;14270;14157|WT	41.093	19.827	24.85	28.590000000000003
YKL132C|chrXI;195002;194866|194988,AAG	28.045	38.877	19.012	28.644666666666666
YMR141C|chrXIII;550194;550044|550129,AAG	288.975	348.279	387.553	341.6023333333333
YDL045C|Spar_4;378903;378761|WT	3756.369	4791.007	3363.945	3970.4403333333335
YDL231C|Spar_4;47981;47858|WT	33.546	30.556	22.161	28.754333333333335
YDR407C|Spar_4;1253822;1253714|WT	1394.141	1490.302	926.173	1270.2053333333333
YFR027W|chrVI;207392;207451|207406,207421,AAG	6158.88	8583.784	5250.0	6664.221333333334
YKR051W|Spar_11;545395;545515|WT	330.978	17.297	36.342	128.20566666666667
YML130C|chrXIII;13260;13174|WT	386.745	278.308	172.189	279.0806666666667
YNL134C|chrXIV;373626;373581|373619,373581,WT,CGACGA	44.917	223.363	48.495	105.59166666666665
YOR152C|chrXV;618452;618288|WT	73.2	77.671	89.096	79.989
YPL112C|Spar_16;363741;363729|WT	198.98	368.98	513.755	360.5716666666667
YPR108W|chrXVI;742373;742453|WT	30.711	103.874	64.118	66.23433333333332
YJR013W|chrX;460341;460381|WT	459.628	290.752	116.143	288.841
YDR173C|Spar_4;798978;798931|798973,AAG	114.944	112.627	84.065	103.87866666666666
YDL212W|Spar_4;84056;84100|WT	28.248	10.036	0.811	13.031666666666666
YDL176W|Spar_4;146390;146544|WT	57.151	26.792	33.214	39.05233333333334
YDL206W|chrIV;90038;90175|90152,90170,AAG	2391.138	3595.058	2987.488	2991.2279999999996
YBR196C|chrII;613942;613900|613920,613902,WT,CGACGA	9622.889	8243.855	6045.498	7970.747333333333
YNL237W|Spar_14;188720;188798|188735,AAG	1611.641	2676.531	1541.835	1943.3356666666668
YNR012W|chrXIV;647339;647431|WT	46.713	44.637	60.171	50.507
YIL102C-A|Spar_9;154543;154488|WT	25.208	48.838	12.054	28.7
YIL117C|chrIX;141635;141569|141589,141565,ATG	3345.806	4039.029	4309.582	3898.1390000000006
YHR210C|chrVIII;521889;521737|521858,AAG	57.943	485.534	360.627	301.368
YAR015W|Spar_1;138747;138792|WT	453.094	376.93	410.059	413.36100000000005
YIR030C|chrIX;412810;412770|WT	96.841	214.004	142.876	151.24033333333333
YLR262C|Spar_12;622257;622204|WT	88.022	36.007	43.671	55.9
YLR299W|Spar_12;679656;679832|WT	7299.681	6102.803	5828.142	6410.208666666666
YLR146C|Spar_12;417097;417055|WT	129.232	120.542	116.878	122.21733333333333
YPR170C|chrXVI;883367;883318|883343,AAG	78.485	169.163	68.995	105.54766666666667
YJR051W|chrX;529791;529860|WT	324.098	187.259	110.562	207.30633333333333
YOR296W|chrXV;870053;870201|870054,AAG	76.27	181.598	69.474	109.11399999999999
YBR241C|chrII;704084;704055|WT	1544.47	1378.823	2435.291	1786.194666666667
YMR098C|Spar_13;441781;441735|WT	2705.45	1941.048	1548.618	2065.038666666667
YNL131W|chrXIV;378719;378766|378731,378755,ATG	289.342	140.531	396.711	275.528
YNL007C|chrXIV;619676;619565|WT	2160.772	2594.234	1478.157	2077.721
YNL149C|chrXIV;349789;349756|WT	12.019	30.127	11.052	17.732666666666667
YNR001C|chrXIV;631161;631061|631113,631083,AAG,CGACGA	195.024	177.743	123.922	165.563
YHR210C|chrVIII;521873;521737|521772,521754,AAG,CGACGA	153.759	144.055	273.254	190.356
YLR076C|chrXII;283725;283607|WT	9.371	13.179	7.864	10.138
YBR141C|chrII;528069;528038|WT	15.369	10.737	34.788	20.298
YDR219C|chrIV;906923;906852|906920,906875,AAG,CGACGA	581.337	732.128	475.657	596.374
YEL019C|Spar_5;99953;99944|WT	1960.328	1187.179	1341.35	1496.2856666666667
YLR178C|Spar_12;479075;479000|479041,AAG	1412.517	1099.118	974.978	1162.2043333333334
YOR342C|chrXV;967747;967625|967716,967680,WT,CGACGA	2640.246	2028.443	2634.427	2434.372
YML007W|chrXIII;253685;253847|253762,253783,WT,CGACGA	4127.939	5007.072	3429.049	4188.02
YER159C|Spar_5;498800;498633|WT	655.499	536.234	462.554	551.4290000000001
YEL036C|chrV;84684;84552|84612,84591,AAG	1226.098	1539.226	706.367	1157.2303333333332
YJL154C|Spar_10;125949;125864|WT	185.768	153.989	64.678	134.81166666666667
YML041C|Spar_13;189415;189368|189384,AAG	804.896	569.228	403.097	592.4069999999999
YOR038C|chrXV;405427;405388|WT	490.353	323.455	217.53	343.77933333333334
YOR231W|chrXV;772451;772600|772529,772559,AAG,CGACGA	2068.821	1732.096	1265.87	1688.929
YDR492W|chrIV;1434769;1434923|1434823,1434883,WT,CGACGA	3566.099	4607.357	2969.466	3714.3073333333336
YCR007C|chrIII;126853;126730|WT	1399.974	1887.118	682.748	1323.28
YLR171W|Spar_12;465791;465888|WT	62.566	85.513	82.215	76.76466666666667
YFR011C|chrVI;167302;167258|WT	144.727	222.068	219.953	195.58266666666668
YKL209C|Spar_11;49928;49923|WT	4336.513	5834.385	3974.335	4715.077666666667
YBL107W-A:3|Spar_14;704519;704432|704509,AAG	3356.184	4110.174	2052.977	3173.111666666666
YAL048C|Spar_1;30235;30181|WT	3323.183	3809.275	2648.312	3260.2566666666667
YBR114W|chrII;467159;467247|467163,AAG	83.074	45.384	21.184	49.88066666666666
YDR249C|chrIV;959971;959802|959859,AAG	785.565	610.842	600.423	665.61
YGR262C|chrVII;1017800;1017759|WT	292.963	384.413	341.267	339.54766666666666
YDR208W|Spar_4;855143;855308|WT	247.388	175.242	212.666	211.76533333333336
YDL129W|Spar_4;235768;235892|WT	168.493	199.234	189.997	185.908
YDR102C|chrIV;658041;657980|WT	338.992	334.771	148.579	274.11400000000003
YGR161C|chrVII;809450;809420|WT	2.667	3.756	0.811	2.4113333333333333
YLR038C|Spar_12;207502;207480|WT	5723.029	5514.399	5343.134	5526.853999999999
YLR083C|Spar_12;278453;278356|WT	706.918	622.717	721.914	683.8496666666666
YPL047W|chrXVI;465888;465961|465930,465939,AAG	130.966	276.928	283.656	230.51666666666665
YPL149W|chrXVI;271249;271309|271252,AAG	60.075	39.017	48.106	49.066
YJL099W|chrX;239325;239413|WT	363.764	217.119	191.61	257.4976666666667
YAL056W|Spar_1;16765;16806|16787,AAG	97.392	62.048	103.034	87.49133333333333
YBR194W|Spar_2;587201;587321|WT	55.739	83.944	20.464	53.38233333333333
YAL037C-A|chrI;73665;73518|WT	1010.03	603.343	521.693	711.6886666666666
YER130C|Spar_5;433483;433388|433482,AAG	170.723	221.216	117.459	169.79933333333335
YKL106C-A|Spar_11;247766;247750|WT	198.756	380.806	133.513	237.6916666666667
YOR216C|Spar_15;689480;689422|WT	6.085	28.064	5.675	13.274666666666667
YCR028C|Spar_3;156054;155953|WT	33.803	135.793	54.31	74.63533333333334
YLR211C|Spar_12;529848;529787|529800,AAG	41.431	35.078	12.64	29.716333333333335
YNL021W|chrXIV;593109;593226|WT	78.586	276.51	290.289	215.12833333333333
YNL203C|chrXIV;260221;260050|260188,AAG	549.661	261.358	395.391	402.1366666666667
YER041W|chrV;232395;232460|232400,232409,AAG	776.687	725.026	533.614	678.4423333333333
YER126C|chrV;414206;414179|WT	1203.957	1140.665	576.147	973.5896666666667
YGL062W|Spar_7;383536;383637|WT	1361.05	1850.401	1732.99	1648.147
YJL072C|Spar_10;294910;294858|WT	533.961	555.328	498.066	529.1183333333333
YHR032W-A|chrVIII;175154;175194|WT	7679.268	8259.595	6421.233	7453.365333333332
YGL116W|chrVII;289678;289808|WT	203.162	60.428	224.474	162.68800000000002
YBR043C|chrII;324023;323945|324011,323981,AAG,CGACGA	630.123	785.126	1005.074	806.7743333333333
YBR018C|chrII;275610;275527|275577,AAG	808.224	1219.69	541.207	856.3736666666667
YHL032C|chrVIII;38587;38508|38548,AAG	9782.115	11360.734	7058.08	9400.309666666668
YML104C|chrXIII;62360;62322|WT	7906.9	6336.449	4865.59	6369.646333333333
YJL178C|Spar_10;81678;81662|WT	8351.661	8359.048	6869.278	7859.995666666667
YMR130W|chrXIII;532025;532118|WT	26.826	42.557	19.405	29.596000000000004
YER094C|chrV;349447;349346|349389,349380,ATG	85.679	85.612	42.282	71.19099999999999
YBR233W|chrII;683318;683427|683369,683399,AAG,CGACGA	130.354	75.324	48.051	84.57633333333332
YMR281W|Spar_13;780181;780294|WT	22.106	6.132	31.247	19.828333333333333
YML081W|chrXIII;104631;104776|WT	168.656	195.197	125.828	163.227
YHR114W|chrVIII;337969;338082|WT	25.139	54.371	15.865	31.791666666666668
YER053C|chrV;259737;259639|259705,259681,AAG	29.962	40.982	2.811	24.584999999999997
YBR187W|Spar_2;579713;579841|WT	1111.691	1011.206	534.146	885.6809999999999
YHR103W|chrVIII;320238;320413|320363,320393,ATG	1066.3	1479.144	1226.879	1257.441
YDL231C|chrIV;42355;42244|42280,42253,AAG	1182.128	1015.166	1231.961	1143.085
YHR114W|chrVIII;338010;338082|WT	1290.117	1281.889	1039.247	1203.751
YIR031C|chrIX;414785;414679|414776,414725,AAG,CGACGA	96.532	69.819	66.541	77.63066666666667
YKL146W|chrXI;171761;171782|WT	2130.866	2474.301	2123.614	2242.9269999999997
YOR219C|Spar_15;695546;695452|695527,AAG	692.191	564.522	569.077	608.5966666666667
YDR082W|Spar_4;609166;609254|609176,AAG	3319.548	3157.331	2574.146	3017.008333333333
YDL216C|Spar_4;76068;76019|76064,AAG	2505.639	3087.901	3597.037	3063.5256666666664
YOR108C-A|Spar_15;512362;512200|512324,AAG	4228.121	3553.953	2888.151	3556.741666666667
YOR269W|Spar_15;766751;766853|WT	2787.998	2210.884	2036.31	2345.064
YNR018W|chrXIV;664219;664269|664222,664273,ATG	218.545	577.58	334.984	377.0363333333333
YLR119W|chrXII;385360;385533|385442,AAG	1101.495	623.514	554.359	759.7893333333333
YLR147C|chrXII;434484;434463|WT	119.4	121.228	354.805	198.47766666666666
YNL311C|chrXIV;51850;51688|51733,AAG	1167.803	487.943	293.308	649.6846666666667
